tournamentId,tournamentName,blackPlayerId,blackPlayerName,whitePlayerId,whitePlayerName,blackScore,blackTheoreticalScore,transcript
200,EGP Ghent,1711,Delaunay Arnaud,1935,Vaes Dimitri,44,28,f5d6c3d3c4f4f6f3e6e7d7g6f8c5c6b4g5h6d2e2b3e8f7g8a3d8e3g4f1b6g3b5a6f2e1h3a7c1d1g1g7a4a5h8h4b2h5c2h7a2a1b1h1b7b8a8c8c7g2h2
200,EGP Ghent,1998,de Boer Rosalinde,1711,Delaunay Arnaud,13,14,f5d6c5f4e3c6d3g5e6f6d7f3e7c8d8c7b8b5b4c4a4b6a7f8h5g4h4g3f2c3d2e2b3c1e1d1f1g1g6f7c2b1g2a6b7a5b2a1e8h1g8a8h2h3a3a2g7h8h7h6
200,EGP Ghent,1711,Delaunay Arnaud,2849,Remue Jan,50,48,f5f4e3f2e2d2e1f6d3c4f3c2f1c6c3c1c5b4b3a4d6g3d1g1b5e6a5a6a3a2b6a7b2a1b1g5h5g4h4h1g2h2h3g6f7h6c7e7d7d8h7e8b7c8g8f8a8h8b8g7
200,EGP Ghent,2454,Fronmark Marcus,1708,Hobo Roel,23,32,f5d6c4d3e6b4c3b3c6f4e3f3g4g5g3f6h5g6e7h6h7h3f7c5b5d7a3c7b6a6a5f8c8h4h2e8d8g7f2d2h8g8a7e2g2a4c1d1f1a8e1c2b7a2b1b8b2h1g1a1
200,EGP Ghent,1993,van den Berg Erwin,1971,Schotte Tom,37,32,f5f6e6f4g5e7f7d6f3g6d8h5e3d7c3d3c4c5e2g3c8b4b5e8f8c7h4h3g4d2h6b3c1h7c6f2a4a6a5a3b6f1d1a7c2b7a8b8g7h8g8e1g1b2a1g2a2b1h1h2
200,EGP Ghent,1518,Kortendijk Albert,1971,Schotte Tom,46,37,f5f6e6f4c3e7f3f2g5d6e3g4g6g3f7d7h4h3e8h5h6h7c8d2e1f8e2d8c7b8c6d3c4b3g2c1c5b6b5a5d1b4a3f1g7c2a4h8a6b2a7b7g8a1a2a8h1h2g1b1
200,EGP Ghent,2052,Sneek Marcel,1518,Kortendijk Albert,25,27,f5d6c3d3c4f4c5b3c2b4b5e6e3f6g4c6b6d2g5g6f3e2f1e1c1d1a4a3c7d7e8d8c8f7f8h4e7f2h3h6g3h5h7g7a2a5a6a7a8b2g1h1h8b7g2b8a1b1h2g8
200,EGP Ghent,1971,Schotte Tom,2544,Helmes Jiska,37,34,f5d6c3d3c4f4f6g5e3f3g4h5g3h2c6f2e6f7h4h3g7d2d1c1e1e7h6f1h1e2g6h8d8e8d7c8f8c5b5c7g1g2b1a5a4a3b6b4b3a6c2a2b8b2a1b7a8a7h7g8
200,EGP Ghent,2544,Helmes Jiska,2052,Sneek Marcel,44,49,f5f6e6f4c3d7e7c4d3f7d6c5b4e3c6d2g5g6c7g4d8c8b8b3c2a4a5a6e1a3b5c1f3f2e2d1b1b2f1b6a1a2g1g2b7a8a7e8h1h2g3h3h6g7h8h7f8g8h5h4
200,EGP Ghent,1708,Hobo Roel,2060,Peperkamp Marcel,41,39,f5d6c3d3c4b3d7f4f3e6f6g5g4e3g3g6h5e7h6c5d8c8c6f8b8c7e2f7b4e1f2a3b5a6b6f1d2c1c2d1g2b2a5a4b7h4h2h3h1g1a2b1a1a8a7e8g7g8h7h8
200,EGP Ghent,2004,Fransen Martin,1971,Schotte Tom,17,29,f5f6e6f4e3c5g6f3g5g3d3e2f2g4h4h3h2h6f1d7e7c2c3c4d6c7c6f8b4b6b3d2d8e1c1b5a6e8g8f7d1h5h7b2c8a5a4a2a3a1g7h8b1a7b7g1g2b8a8h1
200,EGP Ghent,1971,Schotte Tom,1708,Hobo Roel,32,29,f5d6c3d3c4f4f6g5e3f3g4h3e6g3g6f7h4h5c7c5b4e2e1a4b3b6c6b5h6h7f2d2a3a5a6d7f8e7e8d8c8d1g2g7c1c2f1a7a8b8b7h1b1a2a1b2h2g1h8g8
200,EGP Ghent,1708,Hobo Roel,2135,Reunes Nick,37,40,f5d6c3f4f6c4d3g5e6e7g3f7b5b4a5e2e3g4d7c5c6b6f8f2f1h4h3g6h5h6h7e1d1d2h2d8g1f3c1b2c2a6g8a4b3a3b7c7b8a8c8e8a1a2a7h8g7h1b1g2
200,EGP Ghent,1935,Vaes Dimitri,1708,Hobo Roel,18,19,f5f6e6f4g6c5g4g5h4h6f3e3c4g3h3f7c6d6f2h5h7d2c7c3e7b4a3b6a6d7b5d3f8e8d8a5a4b3c2c8b8g7h8g8d1f1e1c1e2b1b2a1a2a7b7a8g1g2h2h1
200,EGP Ghent,1436,de Graaf Jan C.,1971,Schotte Tom,24,30,f5f6e6f4e3c5g5g3b5h6f7d6c4g6f3g4h4f2e2d3f1h3h5c6d2c1c3e1g2h1h2g1e7c7d7e8f8g8g7d8b8b4c8a8a4b3b6a3a2a5a6a7b7a1d1c2b2b1h7h8
200,EGP Ghent,1971,Schotte Tom,2052,Sneek Marcel,55,33,f5f6e6f4c3d7f3d6g4c5e7g3g5h6h4f2e2d3h3g6c4h5f1e3b6b5a6d8c6b4c7a4a3c8a5d2e1c2b3c1h7b2a1g2b1a2d1g7h8f7g8f8e8b7b8a7a8g1h1h2
